checking_balance,months_loan_duration,credit_history,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,phone,default,purpose_business,purpose_car,purpose_car0,purpose_education,purpose_furniture/appliances,purpose_renovations,housing_other,housing_own,housing_rent,other_credit_bank,other_credit_none,other_credit_store,job_management,job_skilled,job_unemployed,job_unskilled
1,15,3,1721,1,2,2,3,36,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,12,3,3017,1,2,3,1,34,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2,12,3,754,-1,5,4,4,38,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,1950,1,4,4,1,34,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,24,3,2924,1,3,3,4,63,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,24,2,1659,1,2,4,2,29,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
-1,48,2,7238,-1,5,3,3,32,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
-1,33,2,2764,1,3,2,2,26,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,2,4679,1,4,3,3,35,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,24,3,3092,2,2,3,2,22,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,6,3,448,1,2,4,4,23,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,9,3,654,1,3,4,3,28,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,6,3,1238,-1,1,4,4,36,1,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2,18,1,1245,1,3,4,2,33,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,18,5,3114,1,2,1,4,26,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,39,3,2569,3,3,4,4,24,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,24,3,5152,1,4,4,2,25,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,12,3,1037,2,4,3,4,39,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,15,1,1478,1,5,4,4,44,2,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,1,3573,1,3,1,1,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,24,3,1201,1,2,4,1,26,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,30,3,3622,4,5,4,4,57,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,15,2,960,4,4,3,2,30,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,1163,3,3,4,4,44,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,6,2,1209,1,1,4,4,47,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,12,3,3077,1,3,2,4,52,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,3757,1,5,4,4,62,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,10,3,1418,2,3,3,2,35,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1,6,3,3518,1,3,2,3,26,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,12,1,1934,1,5,2,2,26,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,27,5,8318,1,5,2,4,42,2,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,6,1,1237,2,3,1,1,27,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,6,3,368,-1,5,4,4,38,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,1,2122,1,3,3,2,39,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,24,3,2996,-1,3,2,4,20,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,36,3,9034,2,2,4,1,29,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,24,1,1585,1,4,4,3,40,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,3,1301,1,5,4,2,32,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3,6,1,1323,2,5,2,4,28,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,3,3123,1,2,4,1,27,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,36,3,5493,1,5,2,4,42,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,9,3,1126,2,5,2,4,49,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,24,1,1216,2,2,4,4,38,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,24,3,1207,1,2,4,4,24,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,10,3,1309,-1,3,4,4,27,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,15,1,2360,3,3,2,2,36,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,15,4,6850,2,1,1,2,34,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,3,1413,1,3,4,2,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,39,3,8588,2,5,4,2,45,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,12,3,759,1,4,4,2,26,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,36,3,4686,1,3,2,2,32,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3,15,3,2687,1,4,2,4,26,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,12,2,585,1,3,4,4,20,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,2255,-1,2,4,1,54,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,6,1,609,1,4,4,3,37,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,6,1,1361,1,2,2,4,40,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,36,1,7127,1,2,2,4,23,2,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,6,3,1203,2,5,3,2,43,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,6,1,700,-1,5,4,4,36,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,24,1,5507,1,5,3,4,44,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1,18,3,3190,1,3,2,2,24,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,48,5,7119,1,3,3,4,53,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,24,3,3488,2,4,3,4,23,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,18,3,1113,1,3,4,4,26,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,26,3,7966,1,2,2,3,30,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,1,1532,2,3,4,3,31,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,4,1,1503,1,4,2,1,42,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,36,3,2302,1,3,4,4,31,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,6,3,662,1,2,3,4,41,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,36,3,2273,1,4,3,1,32,2,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,15,3,2631,2,3,2,4,28,2,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,12,2,1503,1,3,4,4,41,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,1311,2,4,4,3,26,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,3105,-1,2,4,2,25,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,21,1,2319,1,2,2,1,33,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,6,3,1374,-1,1,4,3,75,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,18,1,3612,1,5,3,4,37,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,48,3,7763,1,5,4,4,42,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3,18,3,3049,1,2,1,1,45,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,12,3,1534,1,2,1,1,23,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,24,2,2032,1,5,4,4,60,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,30,3,6350,-1,5,4,4,31,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,18,3,2864,1,3,2,1,34,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,12,1,1255,1,5,4,4,61,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,24,2,1333,1,1,4,2,43,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,24,1,2022,1,3,4,4,37,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,1552,1,4,3,1,32,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,12,4,626,1,3,4,4,24,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
-1,48,1,8858,-1,4,2,1,35,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,12,1,996,-1,4,4,4,23,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
-1,6,4,1750,3,5,2,4,45,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,48,3,6999,1,4,1,1,34,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,1,1995,2,2,4,1,27,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,9,3,1199,1,4,4,4,67,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2,12,3,1331,1,2,2,1,22,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2,18,5,2278,2,2,3,3,28,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,21,5,5003,-1,3,1,4,29,2,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,24,4,3552,1,4,3,4,27,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,18,1,1928,1,2,2,2,31,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,24,3,2964,-1,5,4,4,49,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,24,4,1546,1,4,4,4,24,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
3,6,2,683,1,2,2,1,29,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,36,3,12389,-1,3,1,4,37,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,24,2,4712,-1,3,4,2,37,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2,24,2,1553,2,4,3,2,23,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,12,3,1372,1,4,2,3,36,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,2578,4,5,2,2,34,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,48,3,3979,-1,4,4,1,41,2,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,48,3,6758,1,3,3,2,31,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,3234,1,2,4,4,23,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
-1,30,1,5954,1,4,3,2,38,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,5433,-1,1,2,4,26,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,15,3,806,1,3,4,4,22,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,9,3,1082,1,5,4,4,27,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,15,1,2788,1,4,2,3,24,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,12,3,2930,1,4,2,1,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,1927,-1,3,3,2,33,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,36,1,2820,1,2,4,4,27,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,937,1,2,4,3,27,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2,18,1,1056,1,5,3,3,30,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,12,1,3124,1,2,1,3,49,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1,9,3,1388,1,3,4,2,26,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,36,3,2384,1,2,4,1,33,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
-1,12,3,2133,-1,5,4,4,52,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,18,3,2039,1,3,1,4,20,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,9,1,2799,1,3,2,2,36,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,12,3,1289,1,3,4,1,21,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,18,3,1217,1,3,4,3,47,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,12,1,2246,1,5,3,3,60,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,1,385,1,4,4,3,58,4,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,24,2,1965,-1,3,4,4,42,2,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,21,3,1572,4,5,4,4,36,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2,24,3,2718,1,3,3,4,20,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,24,4,1358,-1,5,4,3,40,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2,6,4,931,2,2,1,1,32,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,24,3,1442,1,4,4,4,23,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,24,5,4241,1,3,1,4,36,3,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,18,1,2775,1,4,2,2,31,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,24,2,3863,1,3,1,2,32,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,7,3,2329,1,2,1,1,45,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,9,3,918,1,3,4,1,30,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,24,4,1837,1,4,4,4,34,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
-1,36,3,3349,1,3,4,2,28,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3,10,3,1275,1,2,4,2,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,4,2828,3,3,4,4,22,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,24,1,4526,1,3,3,2,74,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,36,3,2671,2,3,4,4,50,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,18,3,2051,1,2,4,1,33,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,1300,-1,5,4,4,45,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,12,3,741,2,1,4,3,22,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,10,3,1240,2,5,1,4,48,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,21,3,3357,4,2,4,2,29,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,24,4,3632,1,3,1,4,22,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,18,2,1808,1,4,4,1,22,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,48,5,12204,-1,3,2,2,48,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2,60,2,9157,-1,3,2,2,27,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,6,1,3676,1,3,1,3,37,3,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,30,3,3441,2,3,2,4,21,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,12,3,640,1,3,4,2,49,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,21,1,3652,1,4,2,3,27,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1530,1,3,3,2,32,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,48,3,3914,-1,3,4,2,38,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,12,3,1858,1,2,4,1,22,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,18,3,2600,1,3,4,4,65,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,15,3,1979,-1,5,4,2,35,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,6,3,2116,1,3,2,2,41,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,9,4,1437,2,4,2,3,29,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,42,1,4042,3,3,4,4,36,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,9,3,3832,-1,5,1,4,64,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,24,3,3660,1,3,2,4,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,18,4,1553,1,3,4,3,44,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,15,3,1444,-1,2,4,1,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,9,3,1980,1,2,2,2,19,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,24,3,1355,1,2,3,4,25,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,12,3,1393,1,5,4,4,47,3,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
-1,24,3,1376,3,4,4,1,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,60,2,15653,1,4,2,4,21,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,3,1493,1,2,4,3,34,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,42,2,4370,1,4,3,2,26,2,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,18,3,750,1,1,4,1,27,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2,15,3,1308,1,5,4,4,38,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
-1,15,3,4623,2,3,3,2,40,1,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,1,1851,1,4,4,2,33,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,18,1,1880,1,4,4,1,32,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
-1,36,2,7980,-1,2,4,4,27,2,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,30,5,4583,1,3,2,2,32,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,3,1386,3,3,2,2,26,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,24,3,947,1,4,4,3,38,1,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,12,3,684,1,3,4,4,40,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,48,3,7476,1,4,4,1,50,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2,12,3,1922,1,3,4,2,37,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,24,3,2303,1,5,4,1,45,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,36,2,8086,2,5,2,4,42,4,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,1,2346,1,4,4,3,35,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,14,3,3973,1,1,1,4,22,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,12,3,888,1,5,4,4,41,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1,48,3,10222,-1,4,4,3,37,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2,30,5,4221,1,3,2,1,28,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,18,1,6361,1,5,2,1,41,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,12,3,1297,1,3,3,4,23,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,12,3,900,-1,3,4,2,23,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,21,3,2241,1,5,4,2,50,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,6,2,1050,1,1,4,1,35,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3,6,1,1047,1,3,2,4,50,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-1,24,1,6314,1,1,4,2,27,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2,30,4,3496,4,3,4,2,34,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,48,4,3609,1,3,1,1,27,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,12,1,4843,1,5,3,4,43,2,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,30,1,3017,1,5,4,4,47,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,4139,2,3,3,3,27,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,36,3,5742,2,4,2,2,31,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,60,3,10366,1,5,2,4,42,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,6,1,2080,3,3,1,2,24,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,21,2,2580,3,2,4,2,41,1,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1,30,1,4530,1,4,4,4,26,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,24,1,5150,1,5,4,4,33,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,72,3,5595,2,3,2,2,24,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,2384,1,5,4,4,64,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
-1,18,3,1453,1,2,3,1,26,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,3,1538,1,2,1,2,56,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,12,3,2279,-1,3,4,4,37,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,15,2,1478,1,3,4,3,33,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
-1,24,1,5103,1,2,3,3,47,3,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2,36,2,9857,2,4,1,3,31,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,60,3,6527,-1,3,4,4,34,1,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,10,1,1347,-1,4,4,2,27,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,36,2,2862,2,5,4,3,30,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,9,3,2753,2,5,3,4,35,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,3651,4,3,1,3,31,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,15,1,975,1,3,2,3,25,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,15,3,2631,2,3,3,2,25,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2,24,3,2896,2,2,2,1,29,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
